Rk,Player,Tm,FantPos,Age,G,GS,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Y/A,Rush_TD,Tgt,Rec,Yds,Y/R,Receiving_TD,Fmb,FL,Total_TD,2:00 PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Player_Touches,Player Yards,Team Tuches,Team Yard,Team TD,% of Team Touch,% of Team Yard,% of Team TD
257,Calvin Austin III,PIT,WR,24,17,1,0,0,0,0,0,11,57,5.18,1,30,17,180,10.59,1,2,0,2,,,36,52.7,55.7,44.2,,103,,41,237,900,5315,29,0.05,0.04,0.07
258,Mike Gesicki,NWE,TE,28,17,10,0,0,0,0,0,0,0,,0,45,29,244,8.41,2,0,0,2,,,36,65.4,68.4,50.9,,40,,45,244,913,4837,26,0.05,0.05,0.08
259,Andrei Iosivas,CIN,WR,24,16,1,0,0,0,0,0,0,0,,0,25,15,116,7.73,4,0,0,4,,,36,50.6,53.6,43.1,,104,,25,116,914,5574,40,0.03,0.02,0.10
260,Chris Rodriguez,WAS,RB,23,13,0,0,0,0,0,0,51,247,4.84,2,2,2,12,6,0,1,1,2,,,36,37.9,41.9,36.9,,67,,53,259,905,5482,39,0.06,0.05,0.05
261,Marquez Valdes-Scantling,KAN,WR,29,16,10,0,0,0,0,0,0,0,,0,42,21,315,15,1,1,1,1,,,36,56.5,60.5,46,,105,,42,315,911,5612,37,0.05,0.06,0.03
262,David Bell,CLE,WR,23,15,3,0,0,0,0,0,0,0,,0,23,14,167,11.93,3,0,0,3,,,35,48.7,51.7,41.7,,106,,23,167,1023,5659,39,0.02,0.03,0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Darrell Henderson,LAR,RB,26,4,4,0,0,0,0,0,46,112,2.43,2,14,10,103,10.3,0,0,0,2,,,34,43.5,49.5,38.5,,70,,60,215,953,6064,43,0.06,0.04,0.05
265,Lil'Jordan Humphrey,DEN,WR,25,17,8,0,0,0,0,0,0,0,,0,19,13,162,12.46,3,0,0,3,,,34,47.2,50.2,40.7,,107,,19,162,836,5027,37,0.02,0.03,0.08
266,Brevin Jordan,HOU,TE,23,14,6,0,0,0,0,0,0,0,,0,21,17,219,12.88,2,0,0,2,,,34,50.9,53.9,42.4,,42,,21,219,948,5996,39,0.02,0.04,0.05
267,Jauan Jennings,SFO,WR,26,13,2,0,0,0,0,0,0,0,,0,33,19,265,13.95,1,0,0,1,,,33,51.5,54.5,42,,109,,33,265,910,6807,60,0.04,0.04,0.02
268,Dawson Knox,BUF,TE,27,12,11,0,0,0,0,0,0,0,,0,36,22,186,8.45,2,0,0,2,1,,33,54.6,57.6,43.6,,43,,36,186,932,6004,52,0.04,0.03,0.04
269,Kendre Miller,NOR,RB,21,8,0,0,0,0,0,0,41,156,3.8,1,11,10,117,11.7,0,0,0,1,,,33,43.3,49.3,38.3,,71,,52,273,988,5818,40,0.05,0.05,0.03
270,Skyy Moore,KAN,WR,23,14,8,0,0,0,0,0,3,23,7.67,0,38,21,244,11.62,1,0,0,1,,,33,53.7,56.7,43.2,,108,,41,267,911,5612,37,0.05,0.05,0.03
271,JuJu Smith-Schuster,NWE,WR,27,11,7,0,0,0,0,0,0,0,,0,47,29,260,8.97,1,0,0,1,,,32,61,64,46.5,,110,,47,260,913,4837,26,0.05,0.05,0.04
272,Braxton Berrios,MIA,WR,28,16,1,0,0,0,0,0,1,11,11,0,33,27,238,8.81,1,1,0,1,,,31,57.9,60.9,44.4,,112,,34,249,953,6899,57,0.04,0.04,0.02
273,Josh Oliver,MIN,TE,26,17,14,0,0,0,0,0,0,0,,0,28,22,213,9.68,2,1,1,2,,,31,53.3,57.3,42.3,,44,,28,213,889,5818,33,0.03,0.04,0.06
274,Mike Williams,LAC,WR,29,3,3,0,0,0,0,0,1,3,3,0,26,19,249,13.11,1,0,0,1,,,31,50.2,53.2,40.7,,111,,27,252,1035,5806,38,0.03,0.04,0.03
275,Matt Breida,NYG,RB,28,17,4,0,0,0,0,0,55,151,2.75,1,21,17,88,5.18,0,1,0,1,,,30,46.9,49.9,38.4,,72,,76,239,823,4625,25,0.09,0.05,0.04
276,Bo Melton,GNB,WR,24,5,1,0,0,0,0,0,3,21,7,0,24,16,218,13.63,1,0,0,1,,,30,45.9,48.9,37.9,,113,,27,239,945,5859,42,0.03,0.04,0.02
277,Alex Erickson,LAC,WR,31,8,3,0,0,0,0,0,0,0,,0,29,16,232,14.5,1,0,0,1,,,29,45.2,48.2,37.2,,114,,29,232,1035,5806,38,0.03,0.04,0.03
279,Andrew Beck,HOU,FB,27,15,12,0,0,0,0,0,5,3,0.6,1,13,11,55,5,2,1,1,4,,,28,38.8,39.8,33.3,,74,,18,58,948,5996,39,0.02,0.01,0.10
280,Jimmy Graham,NOR,TE,37,13,2,0,0,0,0,0,0,0,,0,7,6,39,6.5,4,0,0,4,,,28,33.9,33.9,30.9,,46,,7,39,988,5818,40,0.01,0.01,0.10
281,Scott Miller,ATL,WR,26,17,0,0,0,0,0,0,0,0,,0,16,11,161,14.64,2,0,0,2,,,28,39.1,42.1,33.6,,116,,16,161,930,5516,31,0.02,0.03,0.06
282,Cordarrelle Patterson,ATL,RB,32,14,0,0,0,0,0,0,50,181,3.62,0,12,9,38,4.22,1,1,0,1,,,28,36.9,39.9,32.4,,73,,62,219,930,5516,31,0.07,0.04,0.03
283,Allen Robinson,PIT,WR,30,17,17,0,0,0,0,0,0,0,,0,49,34,280,8.24,0,0,0,0,,,28,62,65,45,,117,,49,280,900,5315,29,0.05,0.05,0.00
284,Drew Sample,CIN,TE,27,17,10,0,0,0,0,0,0,0,,0,27,22,163,7.41,2,0,0,2,,,28,50.3,53.3,39.3,,45,,27,163,914,5574,40,0.03,0.03,0.05
285,Olamide Zaccheaus,PHI,WR,26,17,1,0,0,0,0,0,0,0,,0,20,10,164,16.4,2,0,0,2,,,28,38.4,41.4,33.4,,115,,20,164,869,5600,46,0.02,0.03,0.04
286,Salvon Ahmed,MIA,RB,25,8,0,0,0,0,0,0,22,61,2.77,1,23,16,88,5.5,1,0,0,2,,,27,42.9,42.9,34.9,,76,,45,149,953,6899,57,0.05,0.02,0.04
287,Andrew Ogletree,IND,TE,25,12,9,0,0,0,0,0,0,0,,0,21,9,147,16.33,2,0,0,2,,,27,35.7,38.7,31.2,,47,,21,147,944,5677,37,0.02,0.03,0.05
290,Jeff Wilson,MIA,RB,28,10,0,0,0,0,0,0,41,188,4.59,0,17,14,85,6.07,0,0,0,0,,,27,41.3,44.3,34.3,,75,,58,273,953,6899,57,0.06,0.04,0.00
291,Jamal Agnew,JAX,WR,28,11,1,0,0,0,0,0,4,-2,-0.5,0,21,14,225,16.07,1,1,1,1,,,26,40.3,44.3,33.3,,118,,25,223,977,5652,39,0.03,0.04,0.03
292,Daniel Bellinger,NYG,TE,23,17,13,0,0,0,0,0,0,0,,0,28,25,255,10.2,0,0,0,0,,,26,50.5,53.5,38,,48,,28,255,823,4625,25,0.03,0.06,0.00
293,Chase Edmonds,TAM,RB,27,13,0,0,0,0,0,0,49,176,3.59,0,17,14,81,5.79,0,0,0,0,,,26,39.7,42.7,32.7,,77,,66,257,924,5404,36,0.07,0.05,0.00
295,Kadarius Toney,KAN,WR,24,13,2,0,1,0,0,0,11,31,2.82,0,38,27,169,6.26,1,1,0,1,,,26,53,56,39.5,,119,,49,200,911,5612,37,0.05,0.04,0.03
297,Ronnie Bell,SFO,WR,23,17,0,0,0,0,0,0,0,0,,0,13,6,68,11.33,3,1,0,3,,,25,30.8,30.8,27.8,,123,,13,68,910,6807,60,0.01,0.01,0.05
298,Pharaoh Brown,NWE,TE,29,17,11,0,0,0,0,0,0,0,,0,15,13,208,16,1,1,1,1,,,25,37.8,41.8,31.3,,51,,15,208,913,4837,26,0.02,0.04,0.04
299,Harrison Bryant,CLE,TE,25,17,9,0,0,0,0,0,5,8,1.6,0,20,13,81,6.23,3,1,1,3,,,25,37.9,38.9,31.4,,50,,25,89,1023,5659,39,0.02,0.02,0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Zach Ertz,ARI,TE,33,7,7,0,0,0,0,0,0,0,,0,43,27,187,6.93,1,0,0,1,,,25,51.7,54.7,38.2,,52,,43,187,868,5028,31,0.05,0.04,0.03
302,Deonte Harty,BUF,WR,26,16,1,0,0,0,0,0,4,0,0,0,21,15,150,10,1,2,1,2,,,25,40,44,32.5,,122,,25,150,932,6004,52,0.03,0.02,0.04
303,Mack Hollins,ATL,WR,30,13,3,0,0,0,0,0,0,0,,0,30,18,251,13.94,0,0,0,0,,,25,43.1,46.1,34.1,,121,,30,251,930,5516,31,0.03,0.05,0.00
304,D'Ernest Johnson,JAX,RB,27,17,0,0,0,0,0,0,41,108,2.63,0,12,10,140,14,0,0,0,0,,,25,34.8,40.8,29.8,,81,,53,248,977,5652,39,0.05,0.04,0.00
305,Ty Johnson,BUF,RB,26,10,0,0,0,0,0,0,30,132,4.4,0,7,7,62,8.86,1,1,0,1,,,25,32.4,35.4,28.9,,78,,37,194,932,6004,52,0.04,0.03,0.02
306,Julio Jones,PHI,WR,34,11,4,0,0,0,0,0,0,0,,0,19,11,74,6.73,3,0,0,3,,,25,36.4,36.4,30.9,,120,,19,74,869,5600,46,0.02,0.01,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Kyle Juszczyk,SFO,FB,32,17,16,0,0,0,0,0,5,6,1.2,0,17,14,119,8.5,2,0,0,2,,,25,38.5,41.5,31.5,,83,,22,125,910,6807,60,0.02,0.02,0.03
309,Foster Moreau,NOR,TE,26,15,10,0,0,0,0,0,0,0,,0,25,21,193,9.19,1,0,0,1,,,25,46.3,49.3,35.8,,49,,25,193,988,5818,40,0.03,0.03,0.03
310,Craig Reynolds,DET,RB,27,17,0,0,0,0,0,0,41,179,4.37,1,5,5,47,9.4,0,2,2,1,,,25,29.6,34.6,27.1,,82,,46,226,1025,6794,57,0.04,0.03,0.02
311,Ihmir Smith-Marsette,CAR,WR,24,17,0,0,0,0,0,0,8,74,9.25,1,10,8,51,6.38,0,2,0,2,,,25,32.5,32.5,28.5,,124,,18,125,935,4758,21,0.02,0.03,0.10
312,Treylon Burks,TEN,WR,23,11,9,0,0,0,0,0,5,18,3.6,0,30,16,221,13.81,0,0,0,0,,,24,39.9,42.9,31.9,,125,,35,239,868,5210,29,0.04,0.05,0.00
314,Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,0,,0,32,18,184,10.22,1,0,0,1,,,24,42.4,45.4,33.4,,53,,32,184,935,4758,21,0.03,0.04,0.05
315,Hunter Renfrow,LVR,WR,28,17,3,0,0,0,0,0,0,0,,0,37,25,255,10.2,0,1,1,0,,,24,48.5,52.5,36,,126,,37,255,903,5152,31,0.04,0.05,0.00
317,Dyami Brown,WAS,WR,24,17,1,1,1,4,0,0,1,0,0,0,23,12,168,14,1,0,0,1,,,23,35,38,29,,130,,24,168,905,5482,39,0.03,0.03,0.03
319,Will Dissly,SEA,TE,27,16,14,0,0,0,0,0,0,0,,0,22,17,172,10.12,1,0,0,1,,,23,40.2,43.2,31.7,,55,,22,172,886,5580,34,0.02,0.03,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,KhaDarel Hodge,ATL,WR,28,17,4,0,0,0,0,0,1,0,0,0,23,14,232,16.57,0,1,0,0,,,23,37.2,40.2,30.2,,127,,24,232,930,5516,31,0.03,0.04,0.00
322,Austin Hooper,LVR,TE,29,17,9,0,0,0,0,0,0,0,,0,31,25,234,9.36,0,0,0,0,,,23,48.4,51.4,35.9,,54,,31,234,903,5152,31,0.03,0.05,0.00
323,Johnny Mundt,MIN,TE,29,17,0,0,0,0,0,0,0,0,,0,23,17,172,10.12,1,0,0,1,,,23,40.2,43.2,31.7,,56,,23,172,889,5818,33,0.03,0.03,0.03
324,Cedric Tillman,CLE,WR,23,14,3,0,0,0,0,0,1,8,8,0,44,21,224,10.67,0,0,0,0,,,23,44.2,47.2,33.7,,128,,45,232,1023,5659,39,0.04,0.04,0.00
325,Parker Washington,JAX,WR,21,9,1,0,0,0,0,0,0,0,,0,21,16,132,8.25,2,2,1,2,,,23,39.2,43.2,31.2,,129,,21,132,977,5652,39,0.02,0.02,0.05
326,Ameer Abdullah,LVR,RB,30,17,0,0,0,0,0,0,15,89,5.93,0,24,19,131,6.89,0,0,0,0,,,22,41,44,31.5,,85,,39,220,903,5152,31,0.04,0.04,0.00
327,Tank Bigsby,JAX,RB,22,17,0,0,0,0,0,0,50,132,2.64,2,4,1,6,6,0,2,2,2,,,22,22.8,27.8,22.3,,86,,54,138,977,5652,39,0.06,0.02,0.05
328,Elijah Higgins,ARI,TE,23,11,2,0,0,0,0,0,0,0,,0,19,14,163,11.64,1,0,0,1,,,22,36.3,39.3,29.3,,57,,19,163,868,5028,31,0.02,0.03,0.03
329,Jalen Reagor,NWE,WR,24,11,1,0,0,0,0,0,1,17,17,0,23,7,138,19.71,0,0,0,1,,,22,28.5,31.5,25,,131,,24,155,913,4837,26,0.03,0.03,0.04
330,Stone Smartt,LAC,TE,25,16,3,0,0,0,0,0,0,0,,0,21,11,155,14.09,1,0,0,1,,,22,32.5,35.5,27,,58,,21,155,1035,5806,38,0.02,0.03,0.03
333,Derius Davis,LAC,WR,23,17,2,0,0,0,0,0,14,101,7.21,0,17,15,66,4.4,0,3,1,1,,,21,35.7,39.7,28.2,,133,,31,167,1035,5806,38,0.03,0.03,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Will Mallory,IND,TE,24,12,2,0,0,0,0,0,0,0,,0,26,18,207,11.5,0,1,0,0,,,21,38.7,41.7,29.7,,59,,26,207,944,5677,37,0.03,0.04,0.00
336,Jamison Crowder,WAS,WR,30,17,0,0,0,0,0,0,0,0,,0,20,16,159,9.94,1,2,1,1,,,20,35.9,39.9,27.9,,135,,20,159,905,5482,39,0.02,0.03,0.03
338,Quez Watkins,PHI,WR,25,9,5,0,0,0,0,0,0,0,,0,21,15,142,9.47,1,0,0,1,,,20,35.2,38.2,27.7,,134,,21,142,869,5600,46,0.02,0.03,0.02
339,Robbie Chosen,MIA,WR,30,9,0,0,0,0,0,0,0,0,,0,6,4,126,31.5,1,0,0,1,,,19,22.6,25.6,20.6,,137,,6,126,953,6899,57,0.01,0.02,0.02
340,Nick Chubb,CLE,RB,28,2,2,0,0,0,0,0,28,170,6.07,0,4,4,21,5.25,0,0,0,0,,,19,23.1,26.1,21.1,,87,,32,191,1023,5659,39,0.03,0.03,0.00
341,Malik Heath,GNB,WR,23,13,1,0,0,0,0,0,0,0,,0,24,15,125,8.33,1,0,0,1,,,19,33.5,36.5,26,,138,,24,125,945,5859,42,0.03,0.02,0.02
342,Luke Schoonmaker,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,15,8,65,8.13,2,0,0,2,,,19,26.5,26.5,22.5,,60,,15,65,1004,6343,50,0.01,0.01,0.04
343,Tyler Scott,CHI,WR,22,17,4,0,0,0,0,0,7,41,5.86,0,32,17,168,9.88,0,1,1,0,,,19,35.9,39.9,27.4,,136,,39,209,802,4855,33,0.05,0.04,0.00
344,Patrick Taylor,GNB,RB,25,11,0,0,0,0,0,0,32,141,4.41,0,17,11,49,4.45,0,0,0,0,,,19,30,33,24.5,,88,,49,190,945,5859,42,0.05,0.03,0.00
345,River Cracraft,MIA,WR,29,10,1,0,0,0,0,0,0,0,,0,12,9,121,13.44,1,0,0,1,,,18,27.1,30.1,22.6,,139,,12,121,953,6899,57,0.01,0.02,0.02
346,Kevin Harris,NWE,RB,23,4,0,0,0,0,0,0,16,65,4.06,1,3,3,58,19.33,0,0,0,1,,,18,21.3,21.3,19.8,,89,,19,123,913,4837,26,0.02,0.03,0.04
348,Deven Thompkins,TAM,WR,24,17,1,0,0,0,0,0,8,56,7,0,25,17,83,4.88,1,3,1,1,,,18,34.9,35.9,26.4,,140,,33,139,924,5404,36,0.04,0.03,0.03
349,Melvin Gordon,BAL,RB,30,4,0,0,0,0,0,0,26,81,3.12,1,3,3,46,15.33,0,1,1,1,,,17,19.7,20.7,18.2,,92,,29,127,850,5635,54,0.03,0.02,0.02
350,Damien Harris,BUF,RB,26,6,0,0,0,0,0,0,23,94,4.09,1,2,2,16,8,0,0,0,1,,,17,19,19,18,,91,,25,110,932,6004,52,0.03,0.02,0.02
351,Connor Heyward,PIT,TE,24,17,7,0,1,0,0,0,1,0,0,0,34,23,167,7.26,0,0,0,0,,,17,39.7,42.7,28.2,,62,,35,167,900,5315,29,0.04,0.03,0.00
352,Ray-Ray McCloud,SFO,WR,27,12,1,0,0,0,0,0,3,30,10,0,15,12,135,11.25,0,1,0,0,,,17,28.5,31.5,22.5,,141,,18,165,910,6807,60,0.02,0.02,0.00
353,MyCole Pruitt,ATL,TE,31,17,8,0,0,0,0,0,0,0,,0,12,9,110,12.22,1,1,0,1,,,17,26,29,21.5,,61,,12,110,930,5516,31,0.01,0.02,0.03
354,Trey Sermon,IND,RB,24,14,0,0,0,0,0,0,35,160,4.57,0,6,3,13,4.33,0,0,0,0,,,17,20.3,23.3,18.8,,90,,41,173,944,5677,37,0.04,0.03,0.00
355,Davis Allen,LAR,TE,22,15,1,0,0,0,0,0,0,0,,0,11,10,95,9.5,1,0,0,1,,,16,25.5,25.5,20.5,,63,,11,95,953,6064,43,0.01,0.02,0.02
356,Luke Farrell,JAX,TE,26,17,8,0,0,0,0,0,0,0,,0,15,13,155,11.92,0,0,0,0,,,16,28.5,31.5,22,,64,,15,155,977,5652,39,0.02,0.03,0.00
357,Lucas Krull,DEN,TE,25,7,2,0,0,0,0,0,0,0,,0,14,8,95,11.88,1,0,0,1,,,16,23.5,23.5,19.5,,65,,14,95,836,5027,37,0.02,0.02,0.03
358,John Metchie,HOU,WR,23,16,0,0,0,0,0,0,1,4,4,0,30,16,158,9.88,0,0,0,0,,,16,32.2,35.2,24.2,,142,,31,162,948,5996,39,0.03,0.03,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Kyle Philips,TEN,WR,24,9,0,0,0,0,0,0,0,0,,0,22,15,181,12.07,0,1,1,0,,,16,31.1,35.1,23.6,,143,,22,181,868,5210,29,0.03,0.03,0.00
361,Irv Smith Jr.,CIN,TE,25,12,6,0,0,0,0,0,0,0,,0,26,18,115,6.39,1,1,1,1,,,16,33.5,37.5,24.5,,66,,26,115,914,5574,40,0.03,0.02,0.03
362,John Bates,WAS,TE,26,17,4,0,0,0,0,0,0,0,,0,28,19,151,7.95,0,0,0,0,,,15,34.1,37.1,24.6,,68,,28,151,905,5482,39,0.03,0.03,0.00
363,Jalen Guyton,LAC,WR,26,8,3,0,0,0,0,0,0,0,,0,21,10,89,8.9,1,0,0,1,,,15,24.9,24.9,19.9,,146,,21,89,1035,5806,38,0.02,0.02,0.03
364,Charlie Kolar,BAL,TE,24,15,3,0,0,0,0,0,0,0,,0,9,7,87,12.43,1,0,0,1,,,15,21.7,21.7,18.2,,71,,9,87,850,5635,54,0.01,0.02,0.02
365,David Moore,TAM,WR,28,7,0,0,0,0,0,0,0,0,,0,7,5,94,18.8,1,0,0,1,,,15,20.4,20.4,17.9,,145,,7,94,924,5404,36,0.01,0.02,0.03
366,Ronnie Rivers,LAR,RB,24,9,1,0,0,0,0,0,32,129,4.03,0,5,5,22,4.4,0,0,0,0,,,15,20.1,23.1,17.6,,93,,37,151,953,6064,43,0.04,0.02,0.00
367,Jeremy Ruckert,NYJ,TE,23,15,6,0,0,0,0,0,0,0,,0,22,16,151,9.44,0,0,0,0,,,15,31.1,34.1,23.1,,69,,22,151,778,4339,19,0.03,0.03,0.00
368,Trent Sherfield,BUF,WR,27,17,1,0,0,0,0,0,0,0,,0,22,11,86,7.82,1,0,0,1,,,15,25.6,25.6,20.1,,147,,22,86,932,6004,52,0.02,0.01,0.02
369,Josh Whyle,TEN,TE,24,11,3,0,0,0,0,0,0,0,,0,15,9,94,10.44,1,0,0,1,,,15,24.4,24.4,19.9,,67,,15,94,868,5210,29,0.02,0.02,0.03
370,Brock Wright,DET,TE,25,14,4,0,0,0,0,0,0,0,,0,14,13,91,7,1,0,0,1,,,15,28.1,28.1,21.6,,70,,14,91,1025,6794,57,0.01,0.01,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Xavier Hutchinson,HOU,WR,23,16,0,0,0,0,0,0,5,49,9.8,0,19,8,90,11.25,0,0,0,0,,,14,21.9,21.9,17.9,,150,,24,139,948,5996,39,0.03,0.02,0.00
374,Charlie Jones,CIN,WR,25,11,0,0,0,0,0,0,2,13,6.5,0,9,7,64,9.14,0,0,0,1,,,14,20.7,20.7,17.2,,153,,11,77,914,5574,40,0.01,0.01,0.03
375,Terrace Marshall Jr.,CAR,WR,23,9,4,0,0,0,0,0,0,0,,0,33,19,139,7.32,0,1,0,0,,,14,32.9,35.9,23.4,,151,,33,139,935,4758,21,0.04,0.03,0.00
376,Byron Pringle,WAS,WR,30,17,1,0,0,0,0,0,0,0,,0,22,14,161,11.5,0,1,1,0,,,14,28.1,32.1,21.1,,149,,22,161,905,5482,39,0.02,0.03,0.00
377,Ben Skowronek,LAR,WR,26,17,0,0,0,0,0,0,2,9,4.5,0,12,8,66,8.25,1,0,0,1,,,14,21.5,21.5,17.5,,154,,14,75,953,6064,43,0.01,0.01,0.02
378,Tyquan Thornton,NWE,WR,23,9,3,0,0,0,0,0,3,51,17,0,23,13,91,7,0,0,0,0,,,14,27.2,27.2,20.7,,148,,26,142,913,4837,26,0.03,0.03,0.00
379,Jordan Akins,CLE,TE,31,17,4,0,0,0,0,0,0,0,,0,23,15,132,8.8,0,0,0,0,,,13,28.2,31.2,20.7,,72,,23,132,1023,5659,39,0.02,0.02,0.00
380,Isaiah Spiller,LAC,RB,22,9,0,0,0,0,0,0,37,96,2.59,0,6,6,34,5.67,0,0,0,0,,,13,19,19,16,,94,,43,130,1035,5806,38,0.04,0.02,0.00
381,Stephen Sullivan,CAR,TE,27,11,0,0,0,0,0,0,0,0,,0,24,12,125,10.42,0,0,0,0,,,13,24.5,27.5,18.5,,73,,24,125,935,4758,21,0.03,0.03,0.00
382,Lynn Bowden Jr.,NOR,WR,26,15,3,0,0,0,0,0,5,32,6.4,0,16,11,83,7.55,0,1,0,0,,,12,22.5,22.5,17,,158,,21,115,988,5818,40,0.02,0.02,0.00
383,Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,0,,0,8,5,56,11.2,1,0,0,1,,,12,16.6,16.6,14.1,,156,,8,56,778,4339,19,0.01,0.01,0.05
384,Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,0,,0,17,5,39,7.8,1,0,0,1,1,,12,16.9,16.9,14.4,,155,,17,39,778,4339,19,0.02,0.01,0.05
385,Tyler Goodson,IND,RB,23,6,1,0,0,0,0,0,13,87,6.69,0,9,6,34,5.67,0,0,0,0,,,12,18.1,18.1,15.1,,95,,22,121,944,5677,37,0.02,0.02,0.00
386,Alec Ingold,MIA,FB,27,17,13,0,0,0,0,0,2,0,0,0,16,13,119,9.15,0,0,0,0,,,12,24.9,27.9,18.4,,96,,18,119,953,6899,57,0.02,0.02,0.00
